"id","male","Eqp","Age","BodyweightKg","Y","super","obs","ratio","Age2"
102,1,2,51,105.96,260,0,6,2.45375613439034,2601
102,1,4,53,99.5,215,0,7,2.1608040201005,2809
102,1,4,53,89.95,230,1,8,2.55697609783213,2809
102,1,4,54,98.5,227.5,0,9,2.30964467005076,2916
102,1,4,54,107.5,247.5,0,10,2.30232558139535,2916
102,1,4,56,89.18,226.8,1,11,2.54317111459969,3136
102,1,4,56,99.1,227.5,0,12,2.29566094853683,3136
103,1,1,40,75,270,1,1,3.6,1600
103,1,1,44,74.9,272.5,1,2,3.63818424566088,1936
103,1,3,44,75.3,239.95,1,3,3.18658698539177,1936
103,1,1,50,69.2,217.5,1,4,3.14306358381503,2500
103,1,1,52,75,237.5,1,5,3.16666666666667,2704
103,1,1,53,68.67,227.5,1,6,3.31294597349643,2809
103,1,1,53,67.1,237.5,1,7,3.53949329359165,2809
103,1,1,55,71.1,232.5,1,8,3.27004219409283,3025
103,1,1,55,67.4,210,1,9,3.11572700296736,3025
103,1,1,56,67.2,240,1,10,3.57142857142857,3136
103,1,1,56,67.35,230,1,11,3.41499628804751,3136
103,1,1,58,67.5,220,1,12,3.25925925925926,3364
104,1,3,39.5,66.8,205,1,1,3.0688622754491,1560.25
104,1,3,42.5,66.7,235.5,1,2,3.53073463268366,1806.25
104,1,3,44.5,67,225,1,3,3.35820895522388,1980.25
104,1,3,47.5,59.8,220,1,4,3.67892976588629,2256.25
104,1,3,48.5,59.6,210,1,5,3.52348993288591,2352.25
104,1,3,49.5,59.85,210,1,6,3.50877192982456,2450.25
105,0,3,30.5,44,110,1,1,2.5,930.25
105,0,3,30.5,43.66,117.5,1,2,2.69125057260651,930.25
105,0,3,41.5,52,120,0,3,2.30769230769231,1722.25
105,0,3,41.5,47.8,115,0,4,2.40585774058577,1722.25
105,0,3,42.5,52,100,0,5,1.92307692307692,1806.25
105,0,3,43.5,52,115,0,6,2.21153846153846,1892.25
105,0,3,44.5,52,110,0,7,2.11538461538462,1980.25
106,1,3,19.5,96.95,160,0,1,1.65033522434244,380.25
106,1,3,20.5,90,205,0,2,2.27777777777778,420.25
106,1,3,22.5,94.25,175,0,3,1.85676392572944,506.25
106,1,4,30.5,88.3,180,0,4,2.03850509626274,930.25
106,1,4,30.5,80,182.5,0,5,2.28125,930.25
107,1,3,27.5,75,230,1,1,3.06666666666667,756.25
107,1,3,30,82.5,247.5,1,2,3,900
107,1,3,35,75,237.5,1,3,3.16666666666667,1225
107,1,3,35,75,237.5,1,4,3.16666666666667,1225
107,1,3,36,82.5,260,1,5,3.15151515151515,1296
107,1,3,36,82.5,260,1,6,3.15151515151515,1296
107,1,1,41,82.5,260,1,7,3.15151515151515,1681
107,1,4,57,80.2,185,0,8,2.30673316708229,3249
107,1,4,57,80.95,190,0,9,2.34712785670167,3249
107,1,4,57,80.2,185,0,10,2.30673316708229,3249
107,1,4,58,81.4,192.5,0,11,2.36486486486486,3364
108,1,2,17,71.62,125,0,1,1.74532253560458,289
108,1,3,17.5,138.7,175,0,2,1.26171593366979,306.25
108,1,2,36,95.4,160,0,3,1.67714884696017,1296
109,1,3,20.5,67.5,165,0,1,2.44444444444444,420.25
109,1,3,22.5,75,225,1,2,3,506.25
109,1,3,25.5,82.5,260,1,3,3.15151515151515,650.25
109,1,3,27.5,83.6,310.5,1,4,3.71411483253589,756.25
109,1,3,30.5,90,300,1,5,3.33333333333333,930.25
109,1,3,35.5,75,220,1,6,2.93333333333333,1260.25
109,1,3,38.5,82.5,235,1,7,2.84848484848485,1482.25
109,1,3,42.5,81.3,260,1,8,3.1980319803198,1806.25
109,1,3,45.5,82.5,280,1,9,3.39393939393939,2070.25
109,1,3,50.5,81.4,252.5,1,10,3.1019656019656,2550.25
109,1,3,52.5,82.9,263,1,11,3.17249698431846,2756.25
109,1,3,56.5,82.7,250,1,12,3.0229746070133,3192.25
110,0,3,39.5,58.2,110,0,1,1.89003436426117,1560.25
110,0,3,40.5,58.75,140,0,2,2.38297872340426,1640.25
110,0,3,41.5,59.4,155,1,3,2.60942760942761,1722.25
110,0,3,43.5,61.5,155,1,4,2.52032520325203,1892.25
110,0,3,45.5,66.8,145,0,5,2.17065868263473,2070.25
110,0,3,56.5,83.61,135,0,6,1.61463939720129,3192.25
110,0,3,58,83.9,165,0,7,1.96662693682956,3364
110,0,3,59,83.8,130,0,8,1.55131264916468,3481
110,0,3,60,77.2,175,0,9,2.26683937823834,3600
110,0,3,61.5,77.4,175,0,10,2.2609819121447,3782.25
110,0,4,62,81.2,127.5,0,11,1.57019704433498,3844
110,0,3,63.5,85.5,190.5,0,12,2.2280701754386,4032.25
111,0,1,48,95,135,0,1,1.42105263157895,2304
111,0,1,49,91.7,150,0,2,1.63576881134133,2401
111,0,1,50,88.2,140,0,3,1.58730158730159,2500
111,0,1,50,88.2,140,0,4,1.58730158730159,2500
111,0,1,51,79.9,180,0,5,2.25281602002503,2601
111,0,1,52,74.5,140,0,6,1.87919463087248,2704
111,0,2,56,87.8,105,0,7,1.19589977220957,3136
111,0,2,57,86.6,130,0,8,1.50115473441109,3249
111,0,2,57,82.5,130,0,9,1.57575757575758,3249
111,0,4,58,82.5,125,0,10,1.51515151515152,3364
111,0,2,58,90,140,0,11,1.55555555555556,3364
111,0,4,59,80,127.5,0,12,1.59375,3481
112,0,3,48,56,120,0,1,2.14285714285714,2304
112,0,3,49,54,150,1,2,2.77777777777778,2401
112,0,3,50.5,53.65,125,0,3,2.32991612301957,2550.25
112,0,3,51,54.8,160,1,4,2.91970802919708,2601
112,0,3,52,54.54,145,1,5,2.65859919325266,2704
112,0,3,55.5,56.2,165,1,6,2.93594306049822,3080.25
112,0,3,62,53.35,155,1,7,2.90534208059981,3844
112,0,3,63,53.55,130,0,8,2.42763772175537,3969
112,0,3,63.5,53.65,125,0,9,2.32991612301957,4032.25
112,0,3,64.5,53.65,125,0,10,2.32991612301957,4160.25
112,0,3,65.5,50.9,100,0,11,1.96463654223969,4290.25
112,0,4,67.5,50.74,90,0,12,1.77374852187623,4556.25
113,0,3,25.5,49.3,107.5,0,1,2.18052738336714,650.25
113,0,3,28.5,51.1,122.5,0,2,2.3972602739726,812.25
113,0,3,30.5,47.6,117.5,0,3,2.46848739495798,930.25
113,0,3,31.5,47.8,115,0,4,2.40585774058577,992.25
113,0,3,32.5,47.4,120,1,5,2.53164556962025,1056.25
113,0,3,33.5,47.2,125,1,6,2.64830508474576,1122.25
113,0,3,34.5,47.1,130,1,7,2.76008492569002,1190.25
113,0,3,35.5,47.7,130,1,8,2.72536687631027,1260.25
113,0,3,35.5,48,133,1,9,2.77083333333333,1260.25
113,0,3,37.5,51.5,135,1,10,2.62135922330097,1406.25
113,0,3,38.5,56.3,140,0,11,2.4866785079929,1482.25
113,0,3,39.5,55.7,100,0,12,1.79533213644524,1560.25
114,0,3,21.5,66.6,135,0,1,2.02702702702703,462.25
114,0,3,21.5,59.6,125,0,2,2.09731543624161,462.25
114,0,3,23.5,65.8,160,0,3,2.43161094224924,552.25
114,0,3,23.5,66,162.5,0,4,2.46212121212121,552.25
114,0,3,25.5,59.4,120,0,5,2.02020202020202,650.25
114,0,3,27.5,59.4,155,1,6,2.60942760942761,756.25
114,0,3,27.5,59.8,165,1,7,2.75919732441472,756.25
114,0,3,28.5,62.5,160,1,8,2.56,812.25
114,0,3,29.5,62,172.5,1,9,2.78225806451613,870.25
114,0,3,30.5,62.55,190,1,10,3.03756994404476,930.25
114,0,4,33.5,56.7,110,0,11,1.94003527336861,1122.25
115,0,3,26.5,79.4,112.5,0,1,1.4168765743073,702.25
115,0,3,27.5,80.7,135,0,2,1.6728624535316,756.25
115,0,3,27.5,81.14,157.5,0,3,1.94108947498151,756.25
115,0,3,28.5,84,160,0,4,1.9047619047619,812.25
115,0,3,29.5,80.5,157.5,0,5,1.95652173913043,870.25
115,0,4,31.5,79.3,125,0,6,1.57629255989912,992.25
115,0,4,32.5,82.6,115,0,7,1.39225181598063,1056.25
115,0,3,34.5,82.16,145,0,8,1.76484907497566,1190.25
115,0,3,35.5,82.2,162.5,0,9,1.97688564476886,1260.25
115,0,4,35.5,82.2,117.5,0,10,1.4294403892944,1260.25
115,0,4,36.5,82.5,122.5,0,11,1.48484848484848,1332.25
115,0,3,37.5,83.4,165,0,12,1.97841726618705,1406.25
116,1,3,52.5,100,120,0,1,1.2,2756.25
116,1,3,55.5,82.25,120,0,2,1.45896656534954,3080.25
116,1,3,56.5,82.25,120,0,3,1.45896656534954,3192.25
116,1,3,57.5,73.8,125,0,4,1.69376693766938,3306.25
116,1,3,58.5,74.4,130,0,5,1.74731182795699,3422.25
116,1,3,59.5,74.55,150,0,6,2.01207243460765,3540.25
116,1,3,59.5,78.8,150,0,7,1.90355329949239,3540.25
116,1,3,60.5,79.6,170,0,8,2.1356783919598,3660.25
116,1,3,62.5,81.2,170,0,9,2.0935960591133,3906.25
116,1,3,62.5,81.44,170,0,10,2.08742632612967,3906.25
116,1,3,65.5,79.76,140,0,11,1.75526579739218,4290.25
116,1,3,69.5,69.8,105,0,12,1.50429799426934,4830.25
117,1,3,58.5,67,130,0,1,1.94029850746269,3422.25
117,1,3,59.5,74,165,0,2,2.22972972972973,3540.25
117,1,3,59.5,73.8,180,0,3,2.4390243902439,3540.25
117,1,3,60.5,74.75,195,1,4,2.60869565217391,3660.25
117,1,3,61.5,73.8,185,1,5,2.50677506775068,3782.25
117,1,3,62.5,73.7,195,1,6,2.64586160108548,3906.25
117,1,3,62.5,73.56,192.5,1,7,2.61691136487221,3906.25
117,1,3,64.5,73.75,110,0,8,1.49152542372881,4160.25
117,1,3,64.5,72.89,110,0,9,1.5091233365345,4160.25
117,1,4,69.5,73,130,0,10,1.78082191780822,4830.25
118,0,3,30.5,60,127.5,0,1,2.125,930.25
118,0,3,31.5,60,125,0,2,2.08333333333333,992.25
118,0,3,33.5,67.5,145,0,3,2.14814814814815,1122.25
118,0,3,35.5,60,130,0,4,2.16666666666667,1260.25
118,0,3,36.5,67.5,150,0,5,2.22222222222222,1332.25
118,0,3,39.5,58.4,157.5,1,6,2.69691780821918,1560.25
118,0,3,39.5,59.3,172.5,1,7,2.90893760539629,1560.25
118,0,3,40.5,61.36,170,1,8,2.77053455019557,1640.25
118,0,3,40.5,59.9,160,1,9,2.67111853088481,1640.25
118,0,3,46.5,64.4,105,0,10,1.6304347826087,2162.25
118,0,4,47.5,62.23,107.5,0,11,1.72746263859875,2256.25
118,0,4,47.5,62.2,102.5,0,12,1.64790996784566,2256.25
119,1,3,23,52,156.49,1,1,3.00942307692308,529
119,1,3,25,60,210.92,1,2,3.51533333333333,625
119,1,3,26,60,213.19,1,3,3.55316666666667,676
119,1,4,27,67.5,181.44,1,4,2.688,729
119,1,4,27,60,158.76,1,5,2.646,729
119,1,3,29,59.7,222.5,1,6,3.72696817420435,841
119,1,3,33,59.85,247.5,1,7,4.13533834586466,1089
119,1,3,35,59.5,260,1,8,4.36974789915966,1225
119,1,3,36,59.4,237.5,1,9,3.9983164983165,1296
119,1,2,38,60.78,192.78,1,10,3.17176702862784,1444
119,1,3,39,59.9,265,1,11,4.42404006677796,1521
119,1,3,42,58.6,250,1,12,4.26621160409556,1764
120,1,3,35.5,100,280,1,1,2.8,1260.25
120,1,3,38.5,100,295,1,2,2.95,1482.25
120,1,3,39.5,99.4,285,1,3,2.8672032193159,1560.25
120,1,3,40.5,104.75,285,1,4,2.72076372315036,1640.25
120,1,3,42.5,99.45,295,1,5,2.96631473102061,1806.25
120,1,3,42.5,99.2,290,1,6,2.92338709677419,1806.25
120,1,4,50.5,104.1,230,0,7,2.20941402497598,2550.25
120,1,4,51.5,103.87,235,0,8,2.26244343891403,2652.25
120,1,4,52.5,103.4,237.5,0,9,2.29690522243714,2756.25
120,1,4,53.5,103.8,242.5,0,10,2.33622350674374,2862.25
120,1,4,54.5,104.48,225,0,11,2.15352220520674,2970.25
120,1,4,55.5,104.09,215,0,12,2.06552022288404,3080.25
121,1,3,30.5,55.6,175,1,1,3.14748201438849,930.25
121,1,3,40.5,67.5,230,1,2,3.40740740740741,1640.25
121,1,3,41.5,67.5,222.5,1,3,3.2962962962963,1722.25
121,1,3,42.5,67.5,230,1,4,3.40740740740741,1806.25
121,1,3,43.5,66.8,227.5,1,5,3.40568862275449,1892.25
121,1,3,45.5,66.3,232.5,1,6,3.50678733031674,2070.25
121,1,3,46.5,66.6,227.5,1,7,3.41591591591592,2162.25
121,1,3,46.5,67.05,232.5,1,8,3.4675615212528,2162.25
122,1,3,41.5,67.5,100,0,1,1.48148148148148,1722.25
122,1,3,45.5,67.3,130,0,2,1.93164933135215,2070.25
122,1,3,50.5,72.1,170,0,3,2.35783633841886,2550.25
122,1,3,51.5,73,170,0,4,2.32876712328767,2652.25
122,1,3,51.5,73,195,1,5,2.67123287671233,2652.25
122,1,3,52.5,72.1,190,1,6,2.63522884882108,2756.25
122,1,3,54.5,71.1,200,1,7,2.81293952180028,2970.25
122,1,3,55.5,71.6,180,1,8,2.51396648044693,3080.25
122,1,3,55.5,71.45,205,1,9,2.86913925822253,3080.25
122,1,3,56.5,65.1,170,1,10,2.61136712749616,3192.25
122,1,3,57.5,69.4,200,1,11,2.88184438040346,3306.25
122,1,4,59.5,70.85,150,0,12,2.11714890613973,3540.25
123,0,3,19.5,54.35,140,1,1,2.57589696412143,380.25
123,0,3,23.5,55.42,170,1,2,3.06748466257669,552.25
123,0,3,25.5,56.21,187.5,1,3,3.33570539049991,650.25
123,0,4,26.5,56.5,130,0,4,2.30088495575221,702.25
123,0,3,26.5,56.13,190,1,5,3.38499910921076,702.25
123,0,4,27.5,56.3,125,0,6,2.2202486678508,756.25
123,0,3,27.5,58.58,190,1,7,3.24342779105497,756.25
123,0,3,28.5,56.15,205,1,8,3.65093499554764,812.25
123,0,3,29.5,56.6,190,1,9,3.35689045936396,870.25
123,0,4,29.5,57,147.5,1,10,2.58771929824561,870.25
123,0,3,30.5,56.94,195,1,11,3.42465753424658,930.25
123,0,4,30.5,56.79,140,0,12,2.46522275048424,930.25
124,0,3,28.5,83.3,210,1,1,2.52100840336134,812.25
124,0,3,29.5,82.4,227.5,1,2,2.76092233009709,870.25
124,0,3,31.5,82.3,235,1,3,2.85540704738761,992.25
124,0,3,33.5,87.6,255,1,4,2.91095890410959,1122.25
124,0,3,34.5,88.3,255,1,5,2.88788221970555,1190.25
124,0,3,36.5,88.55,262.5,1,6,2.96442687747036,1332.25
124,0,3,37.5,83.7,247.5,1,7,2.95698924731183,1406.25
124,0,4,39.5,83.45,200,0,8,2.39664469742361,1560.25
124,0,4,40.5,83,195,0,9,2.34939759036145,1640.25
124,0,4,41.5,83.71,206,0,10,2.46087683669812,1722.25
124,0,4,43.5,83.74,205,0,11,2.44805349892524,1892.25
124,0,4,44.5,83.42,195,0,12,2.33756892831455,1980.25
125,1,3,30,89.5,230,1,1,2.56983240223464,900
125,1,3,30,89.5,230,1,2,2.56983240223464,900
125,1,3,33,89.85,270,1,3,3.00500834724541,1089
125,1,3,34,89.4,280,1,4,3.13199105145414,1156
125,1,2,41,88.5,220,0,5,2.48587570621469,1681
125,1,2,42,90,220,0,6,2.44444444444444,1764
125,1,2,42,89.4,215,0,7,2.40492170022371,1764
125,1,2,43,89.9,205,0,8,2.28031145717464,1849
126,0,3,46,43.09,85,0,1,1.97261545602228,2116
126,0,3,46,43.09,85,0,2,1.97261545602228,2116
126,0,4,53,41.91,65.5,0,3,1.56287282271534,2809
126,0,4,53,40.82,70,0,4,1.71484566389025,2809
126,0,4,53,40.82,70,0,5,1.71484566389025,2809
126,0,4,53,41.91,65.5,0,6,1.56287282271534,2809
126,0,4,55,41.87,70,0,7,1.67184141390017,3025
126,0,4,57,41.3,70,0,8,1.69491525423729,3249
126,0,4,57,41.3,70,0,9,1.69491525423729,3249
126,0,4,57,41.75,65,0,10,1.55688622754491,3249
126,0,4,57,41.75,65,0,11,1.55688622754491,3249
126,0,4,59,40,65,0,12,1.625,3481
127,1,3,41.5,60,162.5,1,1,2.70833333333333,1722.25
127,1,3,42,60,162.5,1,2,2.70833333333333,1764
127,1,3,43,60,167.5,1,3,2.79166666666667,1849
127,1,3,44,60,165,1,4,2.75,1936
127,1,3,45,60,175,1,5,2.91666666666667,2025
127,1,3,46,60,172.5,1,6,2.875,2116
127,1,3,48,59.3,165,1,7,2.78246205733558,2304
127,1,3,49.5,60,185,1,8,3.08333333333333,2450.25
127,1,3,50,59.9,175,1,9,2.92153589315526,2500
127,1,3,50.5,55.6,175,1,10,3.14748201438849,2550.25
127,1,3,51,59.4,180,1,11,3.03030303030303,2601
127,1,3,52,58.9,175,1,12,2.97113752122241,2704
128,0,3,27,55.9,150,1,1,2.68336314847943,729
128,0,3,28,54.9,150,1,2,2.73224043715847,784
128,0,3,30,55.15,165,1,3,2.99184043517679,900
128,0,3,30.5,55.2,155,1,4,2.80797101449275,930.25
128,0,3,31.5,55.5,170,1,5,3.06306306306306,992.25
128,0,3,37,55.9,167.5,1,6,2.99642218246869,1369
128,0,3,38.5,55.1,170,1,7,3.08529945553539,1482.25
129,0,3,16.5,75,155,0,1,2.06666666666667,272.25
129,0,3,17.5,80.9,170,0,2,2.10135970333745,306.25
129,0,3,19.5,87.2,205,0,3,2.35091743119266,380.25
129,0,3,19.5,87.7,227.5,1,4,2.59407069555302,380.25
129,0,3,20.5,89.05,190,0,5,2.1336327905671,420.25
129,0,3,21.5,90.6,217.5,0,6,2.40066225165563,462.25
129,0,3,22.5,88.45,217.5,0,7,2.45901639344262,506.25
129,0,3,23.5,100.65,270,1,8,2.68256333830104,552.25
129,0,4,25.5,105.75,192.5,0,9,1.82033096926714,650.25
129,0,4,25.5,99.1,167.5,0,10,1.69021190716448,650.25
129,0,2,29,99.8,225,0,11,2.25450901803607,841
129,0,4,30,104.4,205,0,12,1.96360153256705,900
130,0,3,39.5,55.5,120,0,1,2.16216216216216,1560.25
130,0,3,46.5,47.55,115,0,2,2.41850683491062,2162.25
130,0,3,47.5,47.9,115,0,3,2.40083507306889,2256.25
130,0,3,49.5,47.85,105,0,4,2.19435736677116,2450.25
130,0,3,53.5,50.3,105,0,5,2.08747514910537,2862.25
130,0,3,55.5,51.5,112.5,0,6,2.18446601941748,3080.25
130,0,3,59.5,56.24,100,0,7,1.77809388335704,3540.25
130,0,3,59.5,56.32,92.5,0,8,1.64240056818182,3540.25
130,0,4,59.5,57.95,80,0,9,1.38050043140638,3540.25
130,0,4,60.5,56.28,80,0,10,1.42146410803127,3660.25
130,0,4,60.5,56.43,80.5,0,11,1.42654616338827,3660.25
130,0,4,62.5,56.13,77.5,0,12,1.38072332086228,3906.25
131,0,3,23.5,56,100,0,1,1.78571428571429,552.25
131,0,3,24.5,65.1,130,0,2,1.99692780337942,600.25
131,0,3,25.5,64,150,0,3,2.34375,650.25
131,0,3,36.5,55.4,155,1,4,2.79783393501805,1332.25
131,0,3,37.5,54.7,152.5,1,5,2.78793418647166,1406.25
132,1,3,33.5,75,206.38,1,1,2.75173333333333,1122.25
132,1,3,35.5,75,226.8,1,2,3.024,1260.25
132,1,3,52,82.5,215.46,1,3,2.61163636363636,2704
133,1,3,39.5,116.4,285,0,1,2.44845360824742,1560.25
133,1,3,39.5,113.8,280,0,2,2.46045694200351,1560.25
133,1,3,39.5,117.7,300,1,3,2.54885301614274,1560.25
133,1,2,51.5,126.4,290,0,4,2.29430379746835,2652.25
133,1,4,52,125,285,0,5,2.28,2704
134,1,3,39.5,66.8,235.5,1,1,3.52544910179641,1560.25
134,1,3,43.5,67.3,220,1,2,3.26894502228826,1892.25
134,1,3,43.5,67.3,220,1,3,3.26894502228826,1892.25
134,1,4,45.5,71.1,195,1,4,2.74261603375527,2070.25
134,1,4,45.5,71.1,195,1,5,2.74261603375527,2070.25
134,1,3,46.5,65.6,226,1,6,3.44512195121951,2162.25
134,1,3,46.5,65.6,226,1,7,3.44512195121951,2162.25
134,1,3,47.5,72.02,200,1,8,2.77700638711469,2256.25
134,1,3,47.5,72.02,200,1,9,2.77700638711469,2256.25
134,1,3,48.5,70.5,225,1,10,3.19148936170213,2352.25
134,1,4,48.5,70.8,200.5,1,11,2.8319209039548,2352.25
134,1,4,51.5,73.1,210,1,12,2.87277701778386,2652.25
135,1,3,29,165.56,387.5,0,1,2.34054119352501,841
135,1,3,52,166.47,330,0,2,1.98233916020905,2704
136,1,3,39.5,74.6,205,1,1,2.74798927613941,1560.25
136,1,3,56.5,74.4,170,0,2,2.28494623655914,3192.25
136,1,3,59.5,73.1,202.5,1,3,2.77017783857729,3540.25
136,1,3,61.5,74.3,192.5,1,4,2.59084791386272,3782.25
136,1,3,62.5,66.7,182.5,1,5,2.73613193403298,3906.25
136,1,4,72.5,72.5,100,0,6,1.37931034482759,5256.25
137,1,3,36.5,97.2,165,0,1,1.69753086419753,1332.25
137,1,3,37.5,99.5,170,0,2,1.70854271356784,1406.25
137,1,3,38.5,99,200,0,3,2.02020202020202,1482.25
137,1,3,39.5,99.4,175,0,4,1.76056338028169,1560.25
137,1,3,41.5,96.6,192.5,0,5,1.99275362318841,1722.25
137,1,4,42.5,98.3,145,0,6,1.47507629704985,1806.25
137,1,4,44.5,98,145,0,7,1.47959183673469,1980.25
137,1,4,45.5,97.4,150,0,8,1.54004106776181,2070.25
137,1,3,46.5,100.4,205,0,9,2.04183266932271,2162.25
137,1,4,47.5,100.2,155,0,10,1.54690618762475,2256.25
137,1,3,48.5,103.76,210,0,11,2.02390131071704,2352.25
137,1,4,49.5,104.53,165,0,12,1.57849421218789,2450.25
138,1,3,22.5,96.1,215,0,1,2.2372528616025,506.25
138,1,3,23.5,100,250,1,2,2.5,552.25
138,1,3,24.5,104,260,1,3,2.5,600.25
138,1,3,26.5,110.6,265,0,4,2.39602169981917,702.25
138,1,3,26.5,110.3,275,0,5,2.49320036264733,702.25
138,1,3,26.5,111,280,1,6,2.52252252252252,702.25
138,1,4,43.5,146.6,270,0,7,1.84174624829468,1892.25
138,1,4,43.5,147.11,272.5,0,8,1.85235538032765,1892.25
138,1,4,44.5,145.4,270,0,9,1.85694635488308,1980.25
138,1,4,44.5,143.28,287.5,0,10,2.00656058068118,1980.25
138,1,4,44.5,142.2,270,0,11,1.89873417721519,1980.25
138,1,4,45.5,145.9,300,0,12,2.05620287868403,2070.25
139,1,3,33.5,100,200,0,1,2,1122.25
139,1,3,41.5,94.5,215,0,2,2.27513227513228,1722.25
139,1,3,41.5,93.7,225,0,3,2.40128068303095,1722.25
139,1,3,41.5,98,220,0,4,2.24489795918367,1722.25
139,1,3,43.5,91.7,240,1,5,2.61723009814613,1892.25
139,1,3,44.5,93.8,230,0,6,2.45202558635394,1980.25
139,1,3,45.5,98,240,0,7,2.44897959183673,2070.25
139,1,3,45.5,100,235,0,8,2.35,2070.25
139,1,3,46.5,99.1,210,0,9,2.11907164480323,2162.25
139,1,4,52.5,106.5,200,0,10,1.87793427230047,2756.25
139,1,4,53.5,106.95,200,0,11,1.8700327255727,2862.25
139,1,4,54.5,106.52,200,0,12,1.87758167480285,2970.25
140,1,3,28.5,67.5,165,0,1,2.44444444444444,812.25
140,1,3,30.5,82.5,200,0,2,2.42424242424242,930.25
140,1,3,30.5,81.9,215,1,3,2.62515262515263,930.25
140,1,3,30.5,86.3,222.5,1,4,2.57821552723059,930.25
140,1,3,34.5,81.6,205,1,5,2.51225490196078,1190.25
140,1,3,34.5,81.4,210,1,6,2.57985257985258,1190.25
140,1,3,35.5,75,180,0,7,2.4,1260.25
140,1,3,36.5,84.5,205,0,8,2.42603550295858,1332.25
140,1,3,39.5,89.8,200,0,9,2.2271714922049,1560.25
140,1,3,39.5,90,212.5,0,10,2.36111111111111,1560.25
140,1,3,39.5,82,200,0,11,2.4390243902439,1560.25
141,1,3,35.5,110,270,0,1,2.45454545454545,1260.25
141,1,3,37.5,110,280,1,2,2.54545454545455,1406.25
141,1,3,37.5,110,280,1,3,2.54545454545455,1406.25
141,1,3,39.5,100,275,1,4,2.75,1560.25
141,1,3,43.5,114.5,305,1,5,2.66375545851528,1892.25
141,1,3,43.5,109.9,290,1,6,2.63876251137398,1892.25
141,1,3,44.5,106.4,280,1,7,2.63157894736842,1980.25
141,1,3,45.5,99.6,265,1,8,2.66064257028112,2070.25
141,1,3,46.5,104.5,255,0,9,2.44019138755981,2162.25
141,1,3,49.5,104.48,265,1,10,2.53637059724349,2450.25
141,1,3,49.5,105,270,1,11,2.57142857142857,2450.25
141,1,3,52.5,110.75,205,0,12,1.8510158013544,2756.25
142,1,3,33.5,65.2,230,1,1,3.52760736196319,1122.25
142,1,3,36.5,67.3,200,1,2,2.97176820208024,1332.25
142,1,3,39.5,67.4,220,1,3,3.26409495548961,1560.25
142,1,3,40.5,66.7,235,1,4,3.5232383808096,1640.25
142,1,3,41.5,67.05,245,1,5,3.65398956002983,1722.25
142,1,3,43.5,67.3,240,1,6,3.56612184249629,1892.25
142,1,3,46.5,67.5,225,1,7,3.33333333333333,2162.25
142,1,3,48.5,66.6,225,1,8,3.37837837837838,2352.25
142,1,3,50.5,65.32,225,1,9,3.44458052663809,2550.25
142,1,4,52.5,65.8,155,0,10,2.35562310030395,2756.25
142,1,3,52.5,66,185,1,11,2.8030303030303,2756.25
142,1,3,53.5,65.85,215,1,12,3.26499620349279,2862.25
143,0,3,29.5,52,132.5,1,1,2.54807692307692,870.25
143,0,3,34,54.9,160,1,2,2.9143897996357,1156
143,0,3,34.5,55.3,155,1,3,2.80289330922242,1190.25
143,0,3,35.5,55.02,157.5,1,4,2.86259541984733,1260.25
143,0,3,37,55.2,167.5,1,5,3.03442028985507,1369
143,0,3,40.5,60.5,142.5,0,6,2.35537190082645,1640.25
143,0,4,41.5,55.7,110,0,7,1.97486535008977,1722.25
143,0,3,41.5,56.84,140,0,8,2.46305418719212,1722.25
143,0,3,41.5,56.4,150,1,9,2.65957446808511,1722.25
143,0,3,42.5,55.3,160.5,1,10,2.90235081374322,1806.25
143,0,3,42.5,55.31,162.5,1,11,2.93798589766769,1806.25
143,0,3,43.5,56.53,170.5,1,12,3.01609764726694,1892.25
144,1,3,28.5,106,330,1,1,3.11320754716981,812.25
144,1,3,28.5,108.7,330,1,2,3.03587856485741,812.25
144,1,3,33.5,109.5,335,1,3,3.05936073059361,1122.25
144,1,3,33.5,106.46,330,1,4,3.09975577681758,1122.25
144,1,3,34.5,109.1,350,1,5,3.20806599450046,1190.25
144,1,3,34.5,108.8,325,1,6,2.98713235294118,1190.25
144,1,3,35.5,107.4,330,1,7,3.07262569832402,1260.25
144,1,3,35.5,109.65,352.5,1,8,3.21477428180575,1260.25
144,1,4,44.5,102.8,265,1,9,2.57782101167315,1980.25
144,1,4,46.5,104.3,277.5,1,10,2.66059443911793,2162.25
145,1,3,19.5,110,245,0,1,2.22727272727273,380.25
145,1,3,22.5,110,300,1,2,2.72727272727273,506.25
145,1,3,25.5,124.3,337.5,1,3,2.71520514883347,650.25
145,1,3,26.5,131.8,350,1,4,2.65553869499241,702.25
145,1,3,28.5,141.1,385,1,5,2.72856130403969,812.25
145,1,3,30.5,144.1,405,1,6,2.81054823039556,930.25
145,1,3,32.5,145.78,400,1,7,2.74386061188092,1056.25
145,1,3,33.5,147.2,380,1,8,2.58152173913044,1122.25
145,1,3,36.5,141.05,390,1,9,2.76497695852535,1332.25
145,1,3,39.5,144.65,375,1,10,2.59246456965088,1560.25
145,1,3,40.5,141.7,280,0,11,1.97600564573042,1640.25
145,1,3,42.5,143.25,360,1,12,2.5130890052356,1806.25
146,1,3,22.5,72.6,155,0,1,2.13498622589532,506.25
146,1,3,29.5,72.3,160,0,2,2.21300138312586,870.25
146,1,3,31.5,79.2,187.5,0,3,2.36742424242424,992.25
