"id","male","Eqp","Age","BodyweightKg","Y","super","obs","ratio","Age2"
208,0,3,55,55.75,152.5,1,9,2.73542600896861,3025
208,0,1,55,56,177.5,1,10,3.16964285714286,3025
209,1,1,37,125,355,1,1,2.84,1369
209,1,1,39,113.8,370,1,2,3.25131810193322,1521
209,1,1,43,114.7,380,1,3,3.3129904097646,1849
209,1,1,44,114.14,350,1,4,3.06640967233222,1936
209,1,1,45,115.5,360.5,1,5,3.12121212121212,2025
209,1,1,46,118.4,340,1,6,2.87162162162162,2116
209,1,1,47,120,360,1,7,3,2209
209,1,1,49,120.25,430,1,8,3.57588357588358,2401
209,1,1,50,114.5,350,1,9,3.05676855895197,2500
209,1,1,51,118.6,410,1,10,3.45699831365936,2601
209,1,1,53,119.2,380,1,11,3.18791946308725,2809
209,1,1,57,117.8,360,1,12,3.05602716468591,3249
210,0,3,20,51.55,110,0,1,2.13385063045587,400
210,0,3,22,56,130,0,2,2.32142857142857,484
210,0,3,24,52.9,105,0,3,1.98487712665406,576
210,0,3,25,55.5,115,0,4,2.07207207207207,625
210,0,3,28.5,56,125,0,5,2.23214285714286,812.25
210,0,1,34,56,172.5,1,6,3.08035714285714,1156
210,0,1,35,54.8,145,1,7,2.64598540145985,1225
210,0,1,39,67.5,175,1,8,2.59259259259259,1521
210,0,1,39,66.2,180,1,9,2.7190332326284,1521
210,0,1,40.5,66.2,215,1,10,3.24773413897281,1640.25
210,0,1,42,65.9,200,1,11,3.03490136570561,1764
210,0,1,43,68,200,1,12,2.94117647058824,1849
211,0,3,44,55.05,112.5,0,1,2.04359673024523,1936
212,0,3,27.5,52,80,0,1,1.53846153846154,756.25
212,0,3,28.5,52,115,0,2,2.21153846153846,812.25
212,0,3,29.5,52,100,0,3,1.92307692307692,870.25
212,0,3,31.5,52,120,0,4,2.30769230769231,992.25
212,0,3,32.5,51.8,125,0,5,2.41312741312741,1056.25
212,0,3,33.5,52,130,1,6,2.5,1122.25
212,0,3,33.5,51.6,130,1,7,2.51937984496124,1122.25
212,0,3,34.5,51.2,120,0,8,2.34375,1190.25
212,0,3,38.5,53.7,135,1,9,2.51396648044693,1482.25
212,0,3,39.5,52,135,1,10,2.59615384615385,1560.25
212,0,3,40.5,51.9,137.5,1,11,2.64932562620424,1640.25
212,0,3,41.5,51,140,1,12,2.74509803921569,1722.25
213,0,3,19.5,52,125,0,1,2.40384615384615,380.25
213,0,3,21.5,48,100,0,2,2.08333333333333,462.25
213,0,3,22.5,51,155,1,3,3.03921568627451,506.25
213,0,3,22.5,52,157.5,1,4,3.02884615384615,506.25
213,0,3,23.5,52,165.5,1,5,3.18269230769231,552.25
213,0,3,24.5,51.6,166,1,6,3.21705426356589,600.25
213,0,3,25.5,51.5,166.5,1,7,3.23300970873786,650.25
213,0,3,26.5,51.3,170.5,1,8,3.32358674463938,702.25
213,0,3,27.5,51.7,171,1,9,3.30754352030948,756.25
213,0,3,30.5,54.3,160,1,10,2.94659300184162,930.25
214,0,3,16.5,46.1,110,0,1,2.38611713665944,272.25
214,0,3,22.5,54.55,122.5,0,2,2.24564619615032,506.25
214,0,3,23.5,55.4,152.5,1,3,2.75270758122744,552.25
214,0,3,23.5,55.9,140,1,4,2.50447227191413,552.25
214,0,3,24.5,55.2,155,1,5,2.80797101449275,600.25
214,0,3,26.5,53.65,157.5,1,6,2.93569431500466,702.25
214,0,3,28.5,52,137.5,1,7,2.64423076923077,812.25
215,0,3,20.5,60,152.5,1,1,2.54166666666667,420.25
215,0,3,21.5,60,150,1,2,2.5,462.25
215,0,3,25.5,69.4,180,1,3,2.59365994236311,650.25
215,0,3,25.5,68.8,140,0,4,2.03488372093023,650.25
215,0,3,26.5,72.45,200,1,5,2.76052449965493,702.25
215,0,3,35.5,71.27,195,1,6,2.73607408446752,1260.25
215,0,3,35.5,71.6,125,0,7,1.74581005586592,1260.25
215,0,3,36.5,71.9,190,1,8,2.64255910987483,1332.25
215,0,3,37.5,71.9,202.5,1,9,2.81641168289291,1406.25
215,0,3,39.5,72,207.5,1,10,2.88194444444444,1560.25
215,0,3,40.5,71.87,220,1,11,3.06108251008766,1640.25
216,0,3,18.5,51.7,115,0,1,2.22437137330754,342.25
216,0,3,22.5,55.5,80,0,2,1.44144144144144,506.25
216,0,3,23.5,55.1,115,0,3,2.08711433756806,552.25
216,0,3,24.5,52.8,112.5,0,4,2.13068181818182,600.25
216,0,3,25.5,51.5,120,0,5,2.33009708737864,650.25
216,0,3,26.5,54.9,102.5,0,6,1.86703096539162,702.25
216,0,3,27.5,55.5,125,0,7,2.25225225225225,756.25
216,0,3,30.5,62.1,50,0,8,0.805152979066023,930.25
216,0,3,35.5,56.48,120,0,9,2.12464589235127,1260.25
216,0,4,36.5,55.5,85,0,10,1.53153153153153,1332.25
216,0,3,39.5,54.2,115,0,11,2.12177121771218,1560.25
216,0,4,40.5,51.63,82.5,0,12,1.5979081929111,1640.25
217,1,3,53,88.8,100,0,1,1.12612612612613,2809
217,1,3,53,88.9,77.45,0,2,0.871203599550056,2809
217,1,3,54,89.45,102.5,0,3,1.14589155953046,2916
217,1,3,55,88.7,102.5,0,4,1.15558060879369,3025
217,1,3,55,88.36,110,0,5,1.24490719782707,3025
217,1,3,56,90,107.5,0,6,1.19444444444444,3136
217,1,3,57,89.3,120,0,7,1.3437849944009,3249
217,1,3,58,89.8,140,0,8,1.55902004454343,3364
217,1,3,59,88.9,142.5,0,9,1.6029246344207,3481
217,1,3,61,91.44,132.5,0,10,1.44903762029746,3721
217,1,4,63,93.1,110,0,11,1.18152524167562,3969
217,1,3,64,94.3,137.5,0,12,1.45811240721103,4096
218,1,3,18.5,52,140,1,1,2.69230769230769,342.25
218,1,1,19.5,56,170,1,2,3.03571428571429,380.25
218,1,1,20.5,56,195,1,3,3.48214285714286,420.25
218,1,1,21.5,60,210,1,4,3.5,462.25
218,1,1,22.5,60,212.5,1,5,3.54166666666667,506.25
218,1,1,23.5,60,235,1,6,3.91666666666667,552.25
218,1,1,28.5,66.9,200,1,7,2.98953662182362,812.25
218,1,1,28.5,59.9,212.5,1,8,3.54757929883139,812.25
219,1,3,37.5,81.6,290,1,1,3.55392156862745,1406.25
219,1,3,37.5,81.4,310,1,2,3.80835380835381,1406.25
219,1,3,39.5,81.36,325,1,3,3.99459193706981,1560.25
219,1,3,40.5,79.3,315,1,4,3.97225725094578,1640.25
219,1,3,40.5,80.8,338,1,5,4.18316831683168,1640.25
219,1,3,41.5,80.9,327.5,1,6,4.04820766378245,1722.25
219,1,3,42.5,84.02,330,1,7,3.92763627707689,1806.25
219,1,3,43.5,82.22,340,1,8,4.13524689856483,1892.25
219,1,3,44.5,81.55,325,1,9,3.98528510116493,1980.25
219,1,3,45.5,82.56,317.5,1,10,3.84568798449612,2070.25
219,1,3,50,81.7,327.5,1,11,4.00856793145655,2500
219,1,3,50,81.7,327.5,1,12,4.00856793145655,2500
220,1,3,53,82.2,172.5,0,1,2.0985401459854,2809
220,1,3,54,79.1,180,0,2,2.275600505689,2916
220,1,3,57,82.5,182.5,0,3,2.21212121212121,3249
220,1,3,59.5,84,170,0,4,2.02380952380952,3540.25
220,1,3,60,82.5,170,0,5,2.06060606060606,3600
220,1,3,61,82.5,160,0,6,1.93939393939394,3721
220,1,3,68.5,81.1,150,0,7,1.84956843403206,4692.25
220,1,3,69,82.5,147.5,0,8,1.78787878787879,4761
220,1,3,69,81.5,150,0,9,1.84049079754601,4761
220,1,3,69.5,81.7,145,0,10,1.77478580171359,4830.25
220,1,3,72,82.3,152.5,0,11,1.85297691373026,5184
220,1,3,72.5,82.5,137.5,0,12,1.66666666666667,5256.25
221,0,3,24.5,80.2,167.5,0,1,2.08852867830424,600.25
221,0,3,24.5,81.8,170,0,2,2.07823960880196,600.25
221,0,3,25.5,85.7,182.5,0,3,2.12952158693116,650.25
221,0,3,25.5,87.7,190,0,4,2.16647662485747,650.25
221,0,3,26.5,87.45,210,0,5,2.40137221269297,702.25
221,0,3,26.5,90.25,200,0,6,2.21606648199446,702.25
221,0,3,26.5,87.35,192.5,0,7,2.20377790497997,702.25
221,0,3,27.5,81.3,185,0,8,2.27552275522755,756.25
221,0,3,27.5,90.1,220,0,9,2.44173140954495,756.25
221,0,3,27.5,88.7,215,0,10,2.423900789177,756.25
221,0,2,47.5,90,190,0,11,2.11111111111111,2256.25
221,0,2,48.5,97,190,0,12,1.95876288659794,2352.25
222,0,3,20.5,51.45,175,1,1,3.40136054421769,420.25
222,0,3,21.5,54.2,180,1,2,3.3210332103321,462.25
222,0,3,21.5,53.25,170,1,3,3.1924882629108,462.25
222,0,4,30.5,50.4,127.5,1,4,2.5297619047619,930.25
222,0,4,31.5,51.28,120,0,5,2.34009360374415,992.25
223,1,3,59.5,82.5,185,0,1,2.24242424242424,3540.25
223,1,3,61.5,90,200,0,2,2.22222222222222,3782.25
223,1,3,63.5,90,190,0,3,2.11111111111111,4032.25
223,1,1,72.5,90,208.65,0,4,2.31833333333333,5256.25
223,1,1,74.5,90,204.12,0,5,2.268,5550.25
223,1,1,75,90,199.58,0,6,2.21755555555556,5625
223,1,1,75.5,90,199.58,0,7,2.21755555555556,5700.25
224,1,3,22.5,114.1,272.5,0,1,2.38825591586328,506.25
224,1,3,42.5,108.2,255,0,2,2.35674676524954,1806.25
224,1,3,42.5,109.4,250,0,3,2.28519195612431,1806.25
224,1,3,47.5,103.4,165,0,4,1.59574468085106,2256.25
225,1,3,36.5,104.7,215,0,1,2.05348615090735,1332.25
225,1,3,38.5,106.56,245,0,2,2.29917417417417,1482.25
225,1,3,50.5,105,210,0,3,2,2550.25
226,1,3,22,66.9,192.5,1,1,2.87742899850523,484
226,1,3,24.5,74.6,250,1,2,3.35120643431635,600.25
226,1,1,27,78.78,285,1,3,3.61766945925362,729
226,1,1,28,74.95,300,1,4,4.00266844563042,784
226,1,1,29,75,295,1,5,3.93333333333333,841
226,1,1,29.5,74.4,325,1,6,4.36827956989247,870.25
226,1,1,31,74.4,330,1,7,4.43548387096774,961
226,1,1,31,74.1,325,1,8,4.3859649122807,961
226,1,1,32,71.8,300,1,9,4.17827298050139,1024
226,1,1,34,66.7,280,1,10,4.19790104947526,1156
226,1,3,40.5,63.3,190,1,11,3.00157977883096,1640.25
226,1,3,41.5,62.4,200,1,12,3.20512820512821,1722.25
227,1,3,17.5,76,155,0,1,2.03947368421053,306.25
227,1,3,18.5,73.4,160,0,2,2.17983651226158,342.25
227,1,3,18.5,73.5,160,0,3,2.17687074829932,342.25
227,1,3,20.5,77,180,0,4,2.33766233766234,420.25
227,1,3,20.5,78.1,200,1,5,2.56081946222791,420.25
227,1,3,21.5,80.1,202.5,1,6,2.52808988764045,462.25
227,1,3,24.5,88,230,1,7,2.61363636363636,600.25
227,1,3,25.5,91.4,247.5,1,8,2.70787746170678,650.25
227,1,3,25.5,93.3,230,0,9,2.46516613076099,650.25
227,1,3,27.5,97.7,250,1,10,2.55885363357216,756.25
227,1,3,28.5,96.8,245,1,11,2.53099173553719,812.25
228,1,3,27.5,87.7,270,1,1,3.07867730900798,756.25
228,1,4,38.5,91.81,242.5,1,2,2.64132447445812,1482.25
228,1,4,38.5,91.56,232.5,1,3,2.53931847968545,1482.25
228,1,4,39.5,91.96,240,1,4,2.60983036102653,1560.25
228,1,4,39.5,100.54,272.5,1,5,2.71036403421524,1560.25
228,1,4,39.5,98.75,260,1,6,2.63291139240506,1560.25
228,1,4,40.5,100.56,275,1,7,2.73468575974543,1640.25
228,1,4,41.5,100.9,260,1,8,2.57680872150644,1722.25
229,0,1,35,48,120,1,1,2.5,1225
229,0,1,41,53.52,151.95,1,2,2.83912556053812,1681
229,0,1,41,52,182.5,1,3,3.50961538461538,1681
229,0,1,43,51.8,205,1,4,3.95752895752896,1849
229,0,1,43,52,207.5,1,5,3.99038461538462,1849
229,0,1,43,54.2,197.5,1,6,3.64391143911439,1849
229,0,1,43,52,207.5,1,7,3.99038461538462,1849
229,0,1,44,55.1,220,1,8,3.99274047186933,1936
229,0,1,45,57.75,222.5,1,9,3.85281385281385,2025
229,0,1,46,56,219.99,1,10,3.92839285714286,2116
229,0,1,46,56,219.99,1,11,3.92839285714286,2116
229,0,1,51,54.2,190,1,12,3.50553505535055,2601
230,0,3,43.5,56.15,145,1,1,2.58236865538736,1892.25
230,0,3,44.5,57.5,147.5,1,2,2.56521739130435,1980.25
230,0,3,45.5,56.9,152.5,1,3,2.68014059753954,2070.25
230,0,3,49,60.2,100,0,4,1.66112956810631,2401
230,0,3,51.5,61.7,145,0,5,2.35008103727715,2652.25
230,0,3,53.5,58.72,142.5,0,6,2.42677111716621,2862.25
230,0,3,54,61.7,135,0,7,2.18800648298217,2916
230,0,3,54,62.76,112.5,0,8,1.7925430210325,2916
230,0,3,54.5,60.8,125,0,9,2.05592105263158,2970.25
230,0,3,55,62.34,120,0,10,1.92492781520693,3025
230,0,3,55.5,60.7,130,0,11,2.14168039538715,3080.25
231,0,3,16.5,51.85,105,0,1,2.02507232401157,272.25
231,0,3,19.5,51.4,127.5,0,2,2.48054474708171,380.25
231,0,3,20.5,56,155,1,3,2.76785714285714,420.25
231,0,3,21.5,55.7,172.5,1,4,3.09694793536804,462.25
231,0,3,23.5,61.1,215,1,5,3.51882160392799,552.25
231,0,3,24.5,64.7,212.5,1,6,3.28438948995363,600.25
231,0,3,24.5,62.17,210,1,7,3.37783496863439,600.25
231,0,3,25.5,62.3,207.5,1,8,3.330658105939,650.25
231,0,4,26.5,62.9,155,0,9,2.46422893481717,702.25
231,0,3,27.5,62.4,210,1,10,3.36538461538462,756.25
231,0,4,28.5,62.19,160,1,11,2.57276089403441,812.25
231,0,4,30.5,62.85,152.5,0,12,2.42641209228321,930.25
232,0,3,29.5,50.75,130,1,1,2.5615763546798,870.25
232,0,3,30.5,50.82,130,1,2,2.55804801259347,930.25
232,0,3,30.5,50.5,120,0,3,2.37623762376238,930.25
232,0,3,30.5,50.8,125,0,4,2.46062992125984,930.25
232,0,3,31.5,47.4,120,1,5,2.53164556962025,992.25
232,0,3,35.5,50.81,125,0,6,2.46014564062192,1260.25
232,0,3,38.5,51.12,142.5,1,7,2.78755868544601,1482.25
232,0,3,38.5,51,125,0,8,2.45098039215686,1482.25
232,0,3,40.5,50.03,130,1,9,2.59844093543874,1640.25
233,0,3,18.5,64.5,125,0,1,1.93798449612403,342.25
233,0,3,19.5,64.85,130,0,2,2.00462606013878,380.25
233,0,3,19.5,59.4,160,1,3,2.69360269360269,380.25
233,0,3,20.5,55.75,155,1,4,2.78026905829596,420.25
233,0,3,21.5,55.1,150,1,5,2.72232304900181,462.25
233,0,3,22.5,55.65,162.5,1,6,2.92003593890386,506.25
233,0,3,22.5,51.9,135,1,7,2.60115606936416,506.25
233,0,3,23.5,51.8,137.5,1,8,2.65444015444015,552.25
233,0,4,28.5,51.9,95,0,9,1.83044315992293,812.25
233,0,4,29.5,52,97.5,0,10,1.875,870.25
233,0,4,30.5,51.74,105,0,11,2.02937765751836,930.25
233,0,4,32.5,51.96,120,0,12,2.3094688221709,1056.25
234,1,3,23.5,100,327.5,1,1,3.275,552.25
234,1,3,23.5,125,357.5,1,2,2.86,552.25
234,1,3,24.5,108.9,352.5,1,3,3.23691460055096,600.25
234,1,3,24.5,110,350,1,4,3.18181818181818,600.25
234,1,3,24.5,110,365,1,5,3.31818181818182,600.25
234,1,3,26.5,108.7,362.5,1,6,3.33486660533579,702.25
234,1,3,27.5,120.9,372.5,1,7,3.08105872622002,756.25
234,1,3,29.5,125,392.5,1,8,3.14,870.25
234,1,3,29.5,127,408.23,1,9,3.2144094488189,870.25
234,1,3,30.5,125,410,1,10,3.28,930.25
234,1,3,35.5,125,378.75,1,11,3.03,1260.25
234,1,1,36.5,125,390.09,1,12,3.12072,1332.25
235,1,3,33,82.5,172.5,0,1,2.09090909090909,1089
235,1,3,33,82.1,160,0,2,1.94884287454324,1089
235,1,1,36,80.74,182.5,0,3,2.26034183799851,1296
235,1,4,39,85.37,182.5,0,4,2.13775330912499,1521
235,1,4,39,85.18,160,0,5,1.87837520544729,1521
235,1,4,39,85.37,182.5,0,6,2.13775330912499,1521
235,1,4,39,85.18,160,0,7,1.87837520544729,1521
235,1,4,45,83.3,170,0,8,2.04081632653061,2025
236,1,3,41.5,88.7,222.5,1,1,2.50845546786922,1722.25
236,1,4,51.5,91.6,182.5,0,2,1.99235807860262,2652.25
236,1,4,52.5,91.5,175,0,3,1.91256830601093,2756.25
236,1,4,53.5,91.93,180,0,4,1.95801153051235,2862.25
236,1,4,53.5,91.83,190,0,5,2.06904061853425,2862.25
236,1,4,53.5,91.6,177.5,0,6,1.93777292576419,2862.25
236,1,4,54.5,92.25,180,0,7,1.95121951219512,2970.25
237,1,3,28.5,86.8,265,1,1,3.05299539170507,812.25
237,1,3,30.5,88.1,290,1,2,3.29171396140749,930.25
237,1,3,32.5,88.6,290,1,3,3.27313769751693,1056.25
237,1,3,33.5,89.3,300,1,4,3.35946248600224,1122.25
237,1,3,34.5,97.6,315,1,5,3.22745901639344,1190.25
237,1,3,35.5,95.7,320,1,6,3.34378265412748,1260.25
237,1,3,35.5,94.6,320,1,7,3.38266384778013,1260.25
237,1,3,37,93.8,310,1,8,3.30490405117271,1369
237,1,3,39.5,102.4,325,1,9,3.173828125,1560.25
237,1,3,44.5,100.3,285,1,10,2.84147557328016,1980.25
237,1,3,46,103,285,1,11,2.76699029126214,2116
237,1,4,46.5,103.75,230,0,12,2.21686746987952,2162.25
238,0,3,28.5,75.1,150,0,1,1.99733688415446,812.25
238,0,3,38.5,58.9,105,0,2,1.78268251273345,1482.25
238,0,3,39.5,56.7,110,0,3,1.94003527336861,1560.25
238,0,3,41.5,58.8,120,0,4,2.04081632653061,1722.25
239,1,3,21.5,87.2,135,0,1,1.54816513761468,462.25
239,1,3,22.5,86.3,162.5,0,2,1.882966396292,506.25
239,1,3,24.5,95.8,220,0,3,2.2964509394572,600.25
239,1,3,24.5,93.5,215,0,4,2.29946524064171,600.25
239,1,3,26.5,102.9,250,0,5,2.42954324586978,702.25
239,1,3,27.5,109.6,260,0,6,2.37226277372263,756.25
239,1,3,28.5,116,295,1,7,2.54310344827586,812.25
239,1,3,29.5,116.8,280,0,8,2.3972602739726,870.25
239,1,3,31.5,120.6,260,0,9,2.1558872305141,992.25
239,1,3,32.5,123.1,300,0,10,2.4370430544273,1056.25
239,1,3,33.5,125.2,315,1,11,2.51597444089457,1122.25
239,1,3,36.5,126.17,290,0,12,2.29848616945391,1332.25
240,1,3,19.5,79.6,167.5,0,1,2.10427135678392,380.25
240,1,3,27.5,74,180,0,2,2.43243243243243,756.25
240,1,3,29.5,78.9,210,1,3,2.6615969581749,870.25
240,1,3,30.5,81.9,217.5,1,4,2.65567765567766,930.25
240,1,3,32.5,81.7,195,0,5,2.38678090575275,1056.25
240,1,3,37.5,88.8,225,1,6,2.53378378378378,1406.25
240,1,3,39.5,82.5,240,1,7,2.90909090909091,1560.25
240,1,3,42.5,83.8,260,1,8,3.10262529832936,1806.25
240,1,4,43.5,82.45,207.5,1,9,2.5166767738023,1892.25
240,1,4,43.5,83.92,200,0,10,2.38322211630124,1892.25
240,1,4,44.5,82.5,202.5,0,11,2.45454545454545,1980.25
240,1,3,45.5,82.6,240,1,12,2.90556900726392,2070.25
241,1,3,34.5,125,350,1,1,2.8,1190.25
241,1,3,36.5,125,365,1,2,2.92,1332.25
241,1,3,36.5,125,342.5,1,3,2.74,1332.25
241,1,1,62,120.25,142.5,0,4,1.18503118503118,3844
241,1,1,67.5,109.81,181.44,0,5,1.6523085329205,4556.25
241,1,3,70.5,109.77,137.5,0,6,1.25261911269017,4970.25
242,0,3,29.5,67.5,210,1,1,3.11111111111111,870.25
242,0,3,30.5,60,207.5,1,2,3.45833333333333,930.25
242,0,3,31.5,60,207.5,1,3,3.45833333333333,992.25
242,0,3,32.5,60,212.5,1,4,3.54166666666667,1056.25
242,0,3,32.5,60,210,1,5,3.5,1056.25
242,0,3,33.5,60,222.5,1,6,3.70833333333333,1122.25
242,0,1,34.5,60,227.5,1,7,3.79166666666667,1190.25
242,0,1,35.5,60,235,1,8,3.91666666666667,1260.25
242,0,1,36.5,60,227.5,1,9,3.79166666666667,1332.25
242,0,1,37.5,60,240,1,10,4,1406.25
242,0,1,39.5,59.9,222.5,1,11,3.71452420701169,1560.25
243,0,3,35.5,48,77.5,0,1,1.61458333333333,1260.25
243,0,3,36.5,48,105,0,2,2.1875,1332.25
243,0,3,39.5,48,95,0,3,1.97916666666667,1560.25
243,0,3,41.5,47.8,112.5,0,4,2.35355648535565,1722.25
243,0,3,43.5,46.85,110,0,5,2.34791889007471,1892.25
243,0,3,47.5,49.4,110,0,6,2.22672064777328,2256.25
243,0,3,48.5,47.8,100,0,7,2.09205020920502,2352.25
243,0,4,49.5,49.8,110,0,8,2.20883534136546,2450.25
243,0,4,50.5,50.8,115,0,9,2.26377952755906,2550.25
243,0,4,53.5,46.6,102.5,0,10,2.19957081545064,2862.25
243,0,4,54.5,46.55,107.5,0,11,2.3093447905478,2970.25
243,0,4,56.5,46.6,115,0,12,2.46781115879828,3192.25
244,1,3,26,90,297.5,1,1,3.30555555555556,676
244,1,3,27,90,320,1,2,3.55555555555556,729
244,1,3,28,90,322.5,1,3,3.58333333333333,784
244,1,3,30,90,327.5,1,4,3.63888888888889,900
244,1,3,38.5,90,305,1,5,3.38888888888889,1482.25
244,1,3,38.5,90,282.5,1,6,3.13888888888889,1482.25
244,1,3,39.5,90,300,1,7,3.33333333333333,1560.25
244,1,1,42,89.9,325,1,8,3.61512791991101,1764
245,1,3,28.5,89.1,260,1,1,2.91806958473625,812.25
245,1,3,30.5,98.4,275,1,2,2.79471544715447,930.25
245,1,3,33.5,97.25,300,1,3,3.08483290488432,1122.25
245,1,3,34.5,100.4,320,1,4,3.18725099601594,1190.25
245,1,3,34.5,97.6,322.5,1,5,3.30430327868852,1190.25
245,1,3,35.5,99.3,320,1,6,3.22255790533736,1260.25
245,1,3,40,102.1,325.5,1,7,3.18805093046033,1600
245,1,4,42.5,100.1,272.5,1,8,2.72227772227772,1806.25
245,1,3,43,101.8,290,1,9,2.84872298624754,1849
245,1,3,44,93.8,282.5,1,10,3.01172707889126,1936
245,1,3,46.5,103.65,230,0,11,2.21900627110468,2162.25
246,1,3,17.5,59.7,220,1,1,3.68509212730318,306.25
246,1,3,18.5,60,235,1,2,3.91666666666667,342.25
246,1,3,18.5,59.18,235,1,3,3.97093612706996,342.25
246,1,3,19.5,59.98,245,1,4,4.08469489829943,380.25
246,1,3,22.5,67.5,300,1,5,4.44444444444444,506.25
246,1,3,22.5,67.5,280,1,6,4.14814814814815,506.25
246,1,3,30.5,73.95,320,1,7,4.32724814063556,930.25
247,0,3,37,56,155,1,1,2.76785714285714,1369
247,0,3,40,65.3,195,1,2,2.98621745788668,1600
247,0,3,42,66,197.5,1,3,2.99242424242424,1764
247,0,3,43,66.2,200,1,4,3.02114803625378,1849
247,0,3,45,62.72,207.5,1,5,3.30835459183673,2025
247,0,3,46,61.7,185,1,6,2.99837925445705,2116
247,0,4,48,62.8,150,0,7,2.38853503184713,2304
247,0,3,48,62.72,205,1,8,3.26849489795918,2304
247,0,3,49,62.75,192.5,1,9,3.06772908366534,2401
247,0,3,50,62.85,202.5,1,10,3.22195704057279,2500
247,0,4,50.5,62.55,152.5,0,11,2.43804956035172,2550.25
247,0,3,51,62.6,202.5,1,12,3.23482428115016,2601
248,0,3,20.5,51.9,115,0,1,2.21579961464355,420.25
248,0,3,27.5,51.9,145,1,2,2.79383429672447,756.25
248,0,3,29.5,56.1,152.5,1,3,2.71836007130125,870.25
248,0,3,30.5,51.5,157.5,1,4,3.05825242718447,930.25
248,0,3,32.5,51.65,162.5,1,5,3.14617618586641,1056.25
248,0,3,34.5,51.85,160,1,6,3.08582449373192,1190.25
248,0,3,36.5,51.8,157.5,1,7,3.04054054054054,1332.25
248,0,3,38.5,51.83,155,1,8,2.99054601582095,1482.25
248,0,3,39.5,51.6,155,1,9,3.00387596899225,1560.25
248,0,3,40.5,51.85,152.5,1,10,2.94117647058824,1640.25
248,0,4,41.5,54.26,97.5,0,11,1.7969037965352,1722.25
248,0,4,43.5,55.32,95,0,12,1.71728127259581,1892.25
249,1,4,31,110,285.76,1,1,2.59781818181818,961
249,1,4,39,107.05,290,1,2,2.70901447921532,1521
249,1,4,39,107.05,290,1,3,2.70901447921532,1521
249,1,4,42,108.1,285,1,4,2.63644773358002,1764
249,1,4,42,108.1,285,1,5,2.63644773358002,1764
250,1,3,26,75,188.24,1,1,2.50986666666667,676
250,1,1,44.5,82.5,192.5,0,2,2.33333333333333,1980.25
250,1,1,45,73.7,197.5,1,3,2.6797829036635,2025
250,1,1,46,73.9,195,1,4,2.63870094722598,2116
250,1,1,48,77.1,187.5,0,5,2.43190661478599,2304
250,1,1,49,76.1,165,0,6,2.16819973718791,2401
250,1,1,51,77.9,177.5,0,7,2.2785622593068,2601
250,1,1,53,80.6,165,0,8,2.04714640198511,2809
250,1,1,55,81.6,162.5,0,9,1.99142156862745,3025
251,1,3,21.5,100,235,0,1,2.35,462.25
251,1,3,22.5,109.1,270,0,2,2.47479376718607,506.25
251,1,3,23.5,109.2,292.5,1,3,2.67857142857143,552.25
251,1,3,26.5,110,285,1,4,2.59090909090909,702.25
251,1,3,26.5,108.85,290,1,5,2.66421681212678,702.25
251,1,3,27.5,108.5,295,1,6,2.71889400921659,756.25
251,1,3,29.5,110,285,1,7,2.59090909090909,870.25
251,1,3,30.5,109.4,297.5,1,8,2.71937842778793,930.25
251,1,3,31.5,99.8,280,1,9,2.80561122244489,992.25
251,1,3,32.5,104.45,292.5,1,10,2.80038295835328,1056.25
251,1,3,32.5,99.65,290,1,11,2.91018564977421,1056.25
251,1,3,33.5,105.15,300,1,12,2.85306704707561,1122.25
252,1,2,33,90,226.8,1,1,2.52,1089
252,1,2,34,90,231.33,1,2,2.57033333333333,1156
252,1,4,35,98.44,240,0,3,2.4380333197887,1225
252,1,4,36,97.8,252.5,1,4,2.58179959100205,1296
252,1,2,39,98.34,269.89,1,5,2.74445800284726,1521
252,1,4,39,98.4,250,1,6,2.54065040650406,1521
252,1,2,40,99.61,265,1,7,2.66037546431081,1600
252,1,2,40,99.61,265,1,8,2.66037546431081,1600
252,1,2,41,98.34,250,1,9,2.54220052877771,1681
252,1,2,42,99.11,254.01,1,10,2.56290989809303,1764
252,1,2,44,109.86,294.84,1,11,2.68377935554342,1936
252,1,2,45,99.34,278.96,1,12,2.8081336823032,2025
253,1,3,50.5,82.5,160,0,1,1.93939393939394,2550.25
253,1,3,51.5,82.5,165,0,2,2,2652.25
253,1,3,52.5,78.7,157.5,0,3,2.0012706480305,2756.25
253,1,3,53.5,82.5,165,0,4,2,2862.25
253,1,3,65.5,72.4,135,0,5,1.8646408839779,4290.25
253,1,3,65.5,72.8,140,0,6,1.92307692307692,4290.25
253,1,3,66.5,72.36,140,0,7,1.93477059148701,4422.25
253,1,3,68.5,72.7,112.5,0,8,1.5474552957359,4692.25
253,1,3,69.5,73.4,132.5,0,9,1.80517711171662,4830.25
253,1,3,69.5,71.7,140,0,10,1.95258019525802,4830.25
253,1,3,69.5,72.1,130,0,11,1.80305131761442,4830.25
254,1,3,23,89.4,280,1,1,3.13199105145414,529
254,1,3,24,89.2,315,1,2,3.53139013452915,576
254,1,3,25,98.5,350,1,3,3.55329949238579,625
254,1,1,31,95.8,380,1,4,3.96659707724426,961
254,1,1,31,99,370,1,5,3.73737373737374,961
254,1,2,32,99,275,1,6,2.77777777777778,1024
254,1,2,33,99.7,320,1,7,3.20962888665998,1089
254,1,2,34,95.7,330,1,8,3.44827586206897,1156
254,1,2,34,98.9,290,1,9,2.93225480283114,1156
